ride_pk,ride_id,customer_id,driver_id,booking_status,date,time,pickup_location,drop_location,ride_distance,booking_value,payment_method,customer_rating,avg_vtat_tratado,avg_ctat_tratado
689,""CNR3139965"",""CID4038754"",13,Incomplete,2024-09-30,00:00:10,"Dwarka Sector 21",Akshardham,9.56,745.00,Cash,0,5.50,13.20
690,""CNR2915357"",""CID2023665"",4,Completed,2024-11-16,00:00:20,Manesar,Madipur,32.47,171.00,"Credit Card",3,6.30,19.50
691,""CNR9066364"",""CID8737089"",8,"No Driver Found",2024-12-22,00:00:17,"IGNOU Road","Botanical Garden",0.00,0.00,"Não informado",0,8.49,29.14
692,""CNR5895057"",""CID2439467"",11,Completed,2024-10-19,00:00:16,Ghitorni,Saidulajab,22.96,401.00,"Uber Wallet",5,6.50,16.80
693,""CNR2540295"",""CID9167744"",8,"Cancelled by Driver",2024-07-01,00:00:04,"Noida Sector 18","Kherki Daula Toll",0.00,0.00,"Não informado",0,8.30,29.14
694,""CNR6162893"",""CID9150546"",4,Completed,2024-09-07,00:00:08,"Moti Nagar","Nehru Place",39.70,1320.00,"Debit Card",5,5.20,43.90
695,""CNR6566275"",""CID2823911"",10,Completed,2024-11-08,00:00:09,"Civil Lines Gurgaon","Kirti Nagar",34.50,1614.00,"Debit Card",4,14.00,24.30
696,""CNR2559267"",""CID6233700"",22,Completed,2024-11-29,00:00:18,"South Extension","Chirag Delhi",22.24,879.00,Cash,4,10.60,26.80
697,""CNR4332459"",""CID1542415"",9,Completed,2024-07-27,00:00:15,"Karol Bagh","Adarsh Nagar",23.13,218.00,Cash,5,5.40,19.00
698,""CNR3914491"",""CID1731276"",5,Completed,2024-04-27,00:00:18,Jhilmil,"Keshav Puram",39.31,165.00,Cash,5,4.60,39.50
699,""CNR8735322"",""CID6677999"",6,Completed,2024-03-10,00:00:19,"Kirti Nagar","MG Road",49.17,221.00,Cash,4,12.50,23.20
700,""CNR7157762"",""CID8627938"",6,Completed,2024-03-26,00:00:01,Kalkaji,"Ghitorni Village",46.22,474.00,"Credit Card",5,5.40,19.00
701,""CNR1620017"",""CID4868040"",8,"Cancelled by Driver",2024-07-05,00:00:23,"Shivaji Park",Jahangirpuri,0.00,0.00,"Não informado",0,8.80,29.14
702,""CNR9189398"",""CID5623131"",5,Completed,2024-03-05,00:00:13,"Anand Vihar ISBT","Greater Kailash",22.06,820.00,UPI,4,2.60,23.40
703,""CNR9306152"",""CID9461842"",12,"No Driver Found",2024-11-09,00:00:16,"Dilshad Garden","Civil Lines Gurgaon",0.00,0.00,"Não informado",0,8.49,29.14
704,""CNR4146504"",""CID3064978"",8,"Cancelled by Driver",2024-12-03,00:00:17,Manesar,"Kashmere Gate ISBT",0.00,0.00,"Não informado",0,8.90,29.14
705,""CNR4778731"",""CID7610889"",5,Completed,2024-10-25,00:00:12,"Huda City Centre","Jama Masjid",23.98,358.00,Cash,5,7.50,40.00
706,""CNR2738265"",""CID9926474"",13,"Cancelled by Driver",2024-01-21,00:00:00,"Nehru Place","Delhi Gate",0.00,0.00,"Não informado",0,3.80,29.14
707,""CNR6987972"",""CID6481982"",4,Completed,2024-09-27,00:00:03,"Samaypur Badli","Cyber Hub",45.72,489.00,UPI,5,4.00,36.40
708,""CNR8436777"",""CID7175114"",15,Incomplete,2024-08-18,00:00:22,"Jor Bagh","Shastri Nagar",5.57,367.00,UPI,0,5.10,19.90
709,""CNR3219966"",""CID1752407"",15,Incomplete,2024-03-24,00:00:08,"Keshav Puram","Kashmere Gate",7.60,1682.00,"Debit Card",0,8.00,16.90
710,""CNR5313160"",""CID9145519"",15,"No Driver Found",2024-10-31,00:00:23,"Subhash Chowk","Basai Dhankot",0.00,0.00,"Não informado",0,8.49,29.14
711,""CNR4346750"",""CID8170921"",4,Completed,2024-09-02,00:00:14,"Gurgaon Sector 29",Indraprastha,3.02,55.00,"Uber Wallet",5,4.30,43.50
712,""CNR7596432"",""CID7432968"",15,"Cancelled by Customer",2024-02-04,00:00:16,Vaishali,"Tis Hazari",0.00,0.00,"Não informado",0,17.60,29.14
713,""CNR7297791"",""CID7281986"",12,"Cancelled by Driver",2024-02-20,00:00:13,Saket,"Model Town",0.00,0.00,"Não informado",0,3.90,29.14
714,""CNR9425600"",""CID5989176"",22,Completed,2024-03-03,00:00:00,"New Delhi Railway Station","Hauz Khas",14.95,395.00,UPI,4,4.80,29.30
715,""CNR3823257"",""CID1508646"",6,Completed,2024-05-16,00:00:19,"Preet Vihar","Kanhaiya Nagar",7.76,69.00,Cash,5,6.40,21.20
716,""CNR8967861"",""CID3540282"",12,"Cancelled by Customer",2024-09-14,00:00:15,"Sohna Road","Nehru Place",0.00,0.00,"Não informado",0,10.60,29.14
717,""CNR4252538"",""CID8409955"",22,Completed,2024-11-28,00:00:06,"Maidan Garhi",Paharganj,7.95,265.00,Cash,5,14.60,33.10
718,""CNR1211238"",""CID5244516"",2,"Cancelled by Driver",2024-10-26,00:00:16,Mundka,"GTB Nagar",0.00,0.00,"Não informado",0,7.60,29.14
719,""CNR8958442"",""CID6015541"",21,Completed,2024-04-28,00:00:18,"Bhikaji Cama Place",Khandsa,44.57,302.00,UPI,5,3.00,43.90
720,""CNR2025421"",""CID1492057"",10,Completed,2024-10-07,00:00:19,ITO,Badshahpur,10.81,464.00,UPI,4,14.30,23.90
721,""CNR1840812"",""CID2497733"",15,Incomplete,2024-10-23,00:00:05,Khandsa,Shahdara,8.39,545.00,"Credit Card",0,9.20,24.30
722,""CNR8182182"",""CID4994675"",5,Completed,2024-06-12,00:00:18,"INA Market",Rithala,24.44,224.00,Cash,4,2.70,30.70
723,""CNR9939552"",""CID2876086"",6,Completed,2024-01-09,00:00:14,"MG Road",Shahdara,23.63,237.00,UPI,5,9.10,41.40
724,""CNR6613512"",""CID1661297"",6,Completed,2024-08-10,00:00:14,"Gurgaon Railway Station",Mundka,48.74,699.00,UPI,4,10.70,36.70
725,""CNR4613739"",""CID9468231"",19,Completed,2024-10-11,00:00:17,Akshardham,"Nirman Vihar",26.74,158.00,"Uber Wallet",5,8.20,21.80
726,""CNR8974635"",""CID8044093"",12,"Cancelled by Customer",2024-05-17,00:00:21,Madipur,"Tilak Nagar",0.00,0.00,"Não informado",0,14.10,29.14
727,""CNR8549497"",""CID3887828"",12,"Cancelled by Driver",2024-09-23,00:00:13,Shahdara,"Rajiv Nagar",0.00,0.00,"Não informado",0,5.80,29.14
728,""CNR9728645"",""CID9950053"",6,Completed,2024-12-13,00:00:19,"Delhi Gate","Chirag Delhi",37.39,202.00,UPI,4,7.30,36.50
729,""CNR5387110"",""CID6918354"",15,"Cancelled by Customer",2024-05-15,00:00:20,"Anand Vihar ISBT","IGI Airport",0.00,0.00,"Não informado",0,15.70,29.14
730,""CNR9784011"",""CID5022682"",2,"No Driver Found",2024-01-16,00:00:16,"Shivaji Park","Bhikaji Cama Place",0.00,0.00,"Não informado",0,8.49,29.14
731,""CNR8547679"",""CID3104034"",9,Completed,2024-05-24,00:00:09,"Preet Vihar","Chirag Delhi",13.98,798.00,UPI,4,9.30,17.30
732,""CNR8180065"",""CID4649453"",6,Completed,2024-02-15,00:00:02,"Patel Chowk","Golf Course Road",34.07,264.00,"Debit Card",3,9.50,41.60
733,""CNR1113690"",""CID8230386"",10,Completed,2024-11-05,00:00:10,Janakpuri,"Lal Quila",43.53,324.00,UPI,5,10.90,18.80
734,""CNR4980155"",""CID4601365"",7,Completed,2024-01-27,00:00:21,"Preet Vihar","IIT Delhi",36.77,500.00,UPI,5,10.90,43.50
735,""CNR6932352"",""CID6010357"",5,Completed,2024-08-24,00:00:20,"Panchsheel Park","Sohna Road",28.46,440.00,UPI,4,9.40,44.90
736,""CNR2960807"",""CID7147857"",2,"Cancelled by Driver",2024-05-13,00:00:19,"Raj Nagar Extension","Tilak Nagar",0.00,0.00,"Não informado",0,5.50,29.14
737,""CNR3206791"",""CID7154060"",6,Completed,2024-11-18,00:00:15,"Tagore Garden","Ardee City",33.84,460.00,UPI,5,12.10,37.70
738,""CNR1699886"",""CID5132568"",2,"No Driver Found",2024-09-17,00:00:18,"Old Gurgaon","Noida Film City",0.00,0.00,"Não informado",0,8.49,29.14
739,""CNR6763949"",""CID3481963"",12,Incomplete,2024-05-25,00:00:14,"IGI Airport","Greater Noida",11.17,374.00,"Credit Card",0,9.50,29.20
740,""CNR4575541"",""CID8855641"",2,"Cancelled by Driver",2024-03-08,00:00:08,Indraprastha,Ashram,0.00,0.00,"Não informado",0,10.50,29.14
741,""CNR7353983"",""CID2934266"",5,Completed,2024-07-25,00:00:08,"Jor Bagh","Noida Sector 18",27.60,1940.00,Cash,4,12.30,37.90
742,""CNR2551232"",""CID4921473"",6,Completed,2024-06-15,00:00:22,Jahangirpuri,"Old Gurgaon",44.04,1216.00,UPI,3,2.60,35.30
743,""CNR4355189"",""CID3667293"",7,Completed,2024-02-13,00:00:10,"Lok Kalyan Marg","Sarojini Nagar",40.04,187.00,UPI,4,10.30,33.30
744,""CNR6074821"",""CID3220681"",6,Completed,2024-10-20,00:00:21,"Lajpat Nagar","Pataudi Chowk",48.62,478.00,UPI,3,6.40,17.20
745,""CNR7321457"",""CID2601371"",7,Completed,2024-12-30,00:00:19,"Yamuna Bank",Madipur,6.07,791.00,"Credit Card",4,3.20,34.40
746,""CNR8268251"",""CID6015431"",10,Completed,2024-02-25,00:00:06,"INA Market",Paharganj,15.26,636.00,UPI,5,12.00,44.20
747,""CNR2007488"",""CID5503761"",27,Completed,2024-03-04,00:00:05,"Connaught Place","Nirman Vihar",36.76,499.00,UPI,4,2.10,17.30
748,""CNR2608343"",""CID5304970"",15,"Cancelled by Driver",2024-02-06,00:00:16,Meerut,"Gurgaon Sector 56",0.00,0.00,"Não informado",0,4.90,29.14
749,""CNR6412163"",""CID3199156"",13,"Cancelled by Driver",2024-01-09,00:00:11,"IIT Delhi","INA Market",0.00,0.00,"Não informado",0,5.30,29.14
750,""CNR4316002"",""CID1378252"",4,Completed,2024-02-03,00:00:02,"Hero Honda Chowk",Welcome,11.48,1350.00,"Uber Wallet",5,10.90,37.70
751,""CNR1102112"",""CID4474837"",17,Completed,2024-10-30,00:00:16,Vinobapuri,"Dwarka Mor",12.59,461.00,UPI,5,2.90,31.80
752,""CNR6818363"",""CID8095753"",7,Completed,2024-01-12,00:00:13,"Cyber Hub","Rajiv Chowk",31.74,170.00,"Credit Card",5,7.90,44.70
753,""CNR9343046"",""CID5372136"",15,"Cancelled by Driver",2024-02-21,00:00:22,"Hauz Rani",Mehrauli,0.00,0.00,"Não informado",0,7.20,29.14
754,""CNR2528612"",""CID7944156"",8,"Cancelled by Driver",2024-08-04,00:00:17,"Rohini West","Jor Bagh",0.00,0.00,"Não informado",0,7.00,29.14
755,""CNR6237606"",""CID5288041"",2,"No Driver Found",2024-07-13,00:00:16,Sikanderpur,Vaishali,0.00,0.00,"Não informado",0,8.49,29.14
756,""CNR4223072"",""CID3839108"",10,Completed,2024-04-27,00:00:22,"Noida Extension",Okhla,38.70,558.00,UPI,5,10.80,37.80
757,""CNR3468589"",""CID8662732"",6,Completed,2024-02-04,00:00:07,Madipur,"Noida Film City",4.38,288.00,UPI,4,12.10,32.40
758,""CNR1334676"",""CID6137231"",13,"Cancelled by Customer",2024-03-18,00:00:10,Govindpuri,"Uttam Nagar",0.00,0.00,"Não informado",0,10.00,29.14
759,""CNR8286595"",""CID3688360"",2,"Cancelled by Driver",2024-06-01,00:00:16,"Rohini West",AIIMS,0.00,0.00,"Não informado",0,9.00,29.14
760,""CNR9470390"",""CID4005123"",5,Completed,2024-06-17,00:00:07,"Dwarka Mor","Yamuna Bank",29.31,133.00,"Credit Card",5,9.40,29.50
761,""CNR1837756"",""CID1952359"",16,Completed,2024-04-22,00:00:06,"Patel Chowk",AIIMS,2.35,123.00,Cash,5,12.50,28.50
762,""CNR9140671"",""CID3961912"",2,"No Driver Found",2024-06-10,00:00:06,"IFFCO Chowk",Paharganj,0.00,0.00,"Não informado",0,8.49,29.14
763,""CNR1525767"",""CID4267626"",6,Completed,2024-04-30,00:00:15,"Keshav Puram",Madipur,41.18,629.00,"Uber Wallet",4,3.30,30.30
764,""CNR2997075"",""CID4383879"",4,Completed,2024-11-08,00:00:20,"Green Park","Hauz Khas",49.37,201.00,Cash,4,12.70,40.70
765,""CNR1197334"",""CID4811646"",16,Completed,2024-03-30,00:00:13,Welcome,"Sarai Kale Khan",38.83,419.00,Cash,4,3.80,29.70
766,""CNR7693001"",""CID3162922"",22,Completed,2024-03-23,00:00:05,Ashram,Manesar,7.37,759.00,"Debit Card",4,6.70,32.90
767,""CNR1253094"",""CID5987358"",6,Completed,2024-11-30,00:00:14,"Mansarovar Park",Narsinghpur,48.69,399.00,"Credit Card",5,14.70,29.50
768,""CNR8396447"",""CID7092427"",9,Completed,2024-04-15,00:00:09,"Noida Sector 62","Rohini West",18.51,276.00,UPI,4,6.50,42.30
769,""CNR5564154"",""CID1161874"",5,Completed,2024-07-14,00:00:11,"RK Puram","IIT Delhi",36.02,1354.00,Cash,4,3.30,25.70
770,""CNR9257342"",""CID3040152"",26,Completed,2024-10-25,00:00:09,"Greater Kailash",Vaishali,7.92,529.00,"Debit Card",4,13.30,16.00
771,""CNR1402875"",""CID6416624"",8,"Cancelled by Customer",2024-01-19,00:00:20,"IMT Manesar",Narsinghpur,0.00,0.00,"Não informado",0,7.00,29.14
772,""CNR2843953"",""CID1482677"",18,"Cancelled by Driver",2024-09-29,00:00:14,"Shastri Park","Punjabi Bagh",0.00,0.00,"Não informado",0,3.50,29.14
773,""CNR7222740"",""CID7203480"",6,Completed,2024-09-17,00:00:19,"Samaypur Badli",Narsinghpur,20.57,306.00,UPI,5,12.10,16.40
774,""CNR9899113"",""CID8801951"",27,Completed,2024-09-09,00:00:14,"Barakhamba Road","Ghitorni Village",49.73,535.00,Cash,5,7.10,38.20
775,""CNR6812400"",""CID4486632"",6,Completed,2024-04-13,00:00:15,"Cyber Hub",Sonipat,26.70,200.00,Cash,5,2.20,30.50
776,""CNR4150977"",""CID2327849"",7,Completed,2024-12-16,00:00:19,"Anand Vihar ISBT","Shastri Park",38.89,362.00,"Credit Card",5,10.70,17.10
777,""CNR3734242"",""CID3756393"",3,Completed,2024-07-24,00:00:22,"Gwal Pahari",Vaishali,30.05,337.00,Cash,5,8.60,23.00
778,""CNR1225583"",""CID5214580"",5,Completed,2024-01-18,00:00:10,Indraprastha,"Shastri Park",26.69,558.00,Cash,4,5.60,41.70
779,""CNR5229368"",""CID2357762"",5,Completed,2024-07-05,00:00:17,"Barakhamba Road","Malviya Nagar",48.89,800.00,UPI,5,2.90,16.20
780,""CNR1514107"",""CID5502329"",22,Completed,2024-10-27,00:00:21,"Khan Market","Ardee City",49.07,654.00,UPI,4,11.30,24.10
781,""CNR5802013"",""CID4814890"",5,Completed,2024-08-16,00:00:18,Kadarpur,"Patel Chowk",16.41,171.00,UPI,4,13.00,23.30
782,""CNR9109548"",""CID9473312"",27,Completed,2024-03-21,00:00:20,"Hauz Rani","Vidhan Sabha",49.85,471.00,UPI,5,7.10,25.40
783,""CNR2660023"",""CID8266020"",8,"No Driver Found",2024-09-21,00:00:23,Saket,"Vasant Kunj",0.00,0.00,"Não informado",0,8.49,29.14
784,""CNR5332569"",""CID7862170"",8,"Cancelled by Driver",2024-04-14,00:00:09,"Jor Bagh","Basai Dhankot",0.00,0.00,"Não informado",0,8.80,29.14
785,""CNR6582244"",""CID1946537"",16,Completed,2024-11-26,00:00:21,"Samaypur Badli","Maidan Garhi",36.43,326.00,UPI,4,7.70,41.00
786,""CNR9225401"",""CID6351880"",22,Completed,2024-07-05,00:00:14,"Saket A Block","Vasant Kunj",12.32,142.00,UPI,5,4.60,21.00
787,""CNR9779407"",""CID9017905"",21,Completed,2024-03-21,00:00:20,"Huda City Centre",Saket,21.61,234.00,Cash,5,14.20,35.00
788,""CNR7499719"",""CID7731156"",15,Incomplete,2024-12-06,00:00:22,"Shastri Park","Raj Nagar Extension",3.88,483.00,"Uber Wallet",0,8.80,20.80
789,""CNR1119582"",""CID5402994"",16,Completed,2024-04-01,00:00:17,Azadpur,Janakpuri,14.94,203.00,UPI,5,5.30,21.10
790,""CNR8016519"",""CID6857817"",7,Completed,2024-11-30,00:00:20,"Satguru Ram Singh Marg",Govindpuri,7.03,1117.00,UPI,5,5.20,18.70
791,""CNR9644415"",""CID5577509"",22,Completed,2024-07-19,00:00:01,"Ashok Park Main","South Extension",37.69,394.00,Cash,4,2.30,16.50
792,""CNR5456664"",""CID4715517"",13,"No Driver Found",2024-08-14,00:00:18,Bhiwadi,Seelampur,0.00,0.00,"Não informado",0,8.49,29.14
793,""CNR4729656"",""CID2582691"",4,Completed,2024-06-23,00:00:06,"Tis Hazari","Botanical Garden",41.21,354.00,UPI,5,8.00,16.90
794,""CNR6652189"",""CID6423494"",13,"Cancelled by Driver",2024-01-14,00:00:20,"Rajiv Chowk","Noida Sector 18",0.00,0.00,"Não informado",0,9.20,29.14
795,""CNR2437908"",""CID6838450"",16,Completed,2024-05-28,00:00:16,Arjangarh,"IMT Manesar",29.02,184.00,UPI,4,10.10,24.90
796,""CNR5603997"",""CID3412071"",21,Completed,2024-12-07,00:00:14,"Patel Chowk","Dwarka Mor",13.87,163.00,Cash,3,5.80,28.30
797,""CNR9904285"",""CID1832976"",22,Completed,2024-08-23,00:00:12,"Palam Vihar","Huda City Centre",41.05,221.00,"Debit Card",4,9.90,36.10
798,""CNR2349802"",""CID9824071"",6,Completed,2024-05-08,00:00:11,Indraprastha,"IFFCO Chowk",7.78,994.00,"Credit Card",4,2.60,21.60
799,""CNR3812162"",""CID7474910"",6,Completed,2024-12-16,00:00:20,"Panchsheel Park","Botanical Garden",36.27,266.00,UPI,5,12.30,43.20
800,""CNR6718124"",""CID1617069"",15,"Cancelled by Driver",2024-04-10,00:00:08,Bahadurgarh,"New Colony",0.00,0.00,"Não informado",0,6.30,29.14
801,""CNR6519969"",""CID1271357"",12,"Cancelled by Driver",2024-05-09,00:00:14,"Huda City Centre","Jor Bagh",0.00,0.00,"Não informado",0,6.20,29.14
802,""CNR8247998"",""CID2775210"",2,"No Driver Found",2024-04-01,00:00:17,"Khan Market","Subhash Chowk",0.00,0.00,"Não informado",0,8.49,29.14
803,""CNR7880156"",""CID9349348"",5,Completed,2024-04-03,00:00:12,"Panchsheel Park","Subhash Nagar",16.94,111.00,Cash,4,10.90,19.60
804,""CNR8040531"",""CID2273432"",4,Completed,2024-03-25,00:00:22,"Dilshad Garden","Huda City Centre",38.08,442.00,UPI,4,3.50,28.00
805,""CNR5118917"",""CID4154067"",15,"Cancelled by Customer",2024-10-13,00:00:18,"Raj Nagar Extension","Patel Chowk",0.00,0.00,"Não informado",0,15.00,29.14
806,""CNR5790131"",""CID4605629"",3,Completed,2024-08-14,00:00:18,"Adarsh Nagar",Welcome,7.46,169.00,UPI,4,15.00,24.20
807,""CNR8312838"",""CID3210950"",6,Completed,2024-02-20,00:00:20,"Palam Vihar","Udyog Vihar Phase 4",20.80,98.00,"Debit Card",4,3.70,23.80
808,""CNR8307726"",""CID5691528"",12,"No Driver Found",2024-05-18,00:00:10,"Lajpat Nagar","Udyog Vihar Phase 4",0.00,0.00,"Não informado",0,8.49,29.14
809,""CNR3232014"",""CID6616993"",2,"Cancelled by Driver",2024-05-06,00:00:18,"Golf Course Road",Welcome,0.00,0.00,"Não informado",0,5.00,29.14
810,""CNR8002052"",""CID4254414"",6,Completed,2024-01-28,00:00:11,Kalkaji,Jahangirpuri,8.24,1311.00,UPI,4,13.70,29.00
811,""CNR8045058"",""CID7712950"",19,Completed,2024-06-27,00:00:11,"New Colony","Dilshad Garden",28.75,805.00,"Uber Wallet",4,3.70,34.20
812,""CNR5682531"",""CID7080169"",13,"Cancelled by Driver",2024-10-22,00:00:20,"Subhash Nagar","IMT Manesar",0.00,0.00,"Não informado",0,10.00,29.14
813,""CNR5102449"",""CID9555252"",12,"Cancelled by Customer",2024-03-06,00:00:19,"Ghitorni Village","DLF City Court",0.00,0.00,"Não informado",0,5.20,29.14
814,""CNR9643938"",""CID8686033"",1,"No Driver Found",2024-11-09,00:00:10,"Noida Film City","Noida Extension",0.00,0.00,"Não informado",0,8.49,29.14
815,""CNR9794903"",""CID4483406"",2,"No Driver Found",2024-05-30,00:00:18,Seelampur,"Cyber Hub",0.00,0.00,"Não informado",0,8.49,29.14
816,""CNR7515601"",""CID6549525"",15,"Cancelled by Driver",2024-03-02,00:00:07,"Basai Dhankot","Lok Kalyan Marg",0.00,0.00,"Não informado",0,4.70,29.14
817,""CNR5029264"",""CID1832188"",13,"Cancelled by Driver",2024-03-06,00:00:14,"Ardee City",Kaushambi,0.00,0.00,"Não informado",0,6.60,29.14
818,""CNR6064614"",""CID8940207"",23,Completed,2024-02-18,00:00:16,"Udyog Vihar Phase 4","Ghitorni Village",30.69,396.00,"Uber Wallet",5,5.80,35.60
819,""CNR1014333"",""CID1321465"",15,"Cancelled by Driver",2024-01-09,00:00:07,"Botanical Garden","Noida Extension",0.00,0.00,"Não informado",0,4.60,29.14
820,""CNR4378110"",""CID5808772"",16,Completed,2024-07-24,00:00:04,Tughlakabad,Sultanpur,9.44,827.00,"Uber Wallet",5,3.60,34.20
821,""CNR6262050"",""CID1519615"",26,Completed,2024-08-05,00:00:10,"DLF City Court","Golf Course Road",11.46,269.00,UPI,5,6.60,37.00
822,""CNR3852879"",""CID3865550"",5,Completed,2024-12-21,00:00:21,"Botanical Garden","Ashok Vihar",18.67,910.00,"Debit Card",4,6.00,35.80
823,""CNR8612043"",""CID9079035"",17,Completed,2024-05-13,00:00:01,"Sadar Bazar Gurgaon","New Colony",44.66,215.00,"Credit Card",5,9.30,37.50
824,""CNR7090590"",""CID7765452"",13,"Cancelled by Driver",2024-08-13,00:00:11,"Chandni Chowk","Uttam Nagar",0.00,0.00,"Não informado",0,8.10,29.14
825,""CNR9596957"",""CID9489055"",5,Completed,2024-03-27,00:00:10,"IMT Manesar","Model Town",28.50,613.00,UPI,4,12.80,28.70
826,""CNR3903771"",""CID2090352"",2,"No Driver Found",2024-09-27,00:00:18,"Preet Vihar","Netaji Subhash Place",0.00,0.00,"Não informado",0,8.49,29.14
827,""CNR1411238"",""CID1130305"",6,Completed,2024-03-18,00:00:07,"Udyog Vihar","Rajiv Nagar",9.39,393.00,UPI,4,9.10,16.20
828,""CNR7088895"",""CID5439093"",15,Incomplete,2024-01-20,00:00:14,Rithala,"New Colony",19.67,315.00,Cash,0,6.60,22.70
829,""CNR6374018"",""CID9501499"",9,Completed,2024-05-28,00:00:11,"Satguru Ram Singh Marg","Nehru Place",45.95,64.00,"Credit Card",5,12.00,28.10
830,""CNR1293051"",""CID7350062"",1,"Cancelled by Customer",2024-06-23,00:00:05,Janakpuri,Bahadurgarh,0.00,0.00,"Não informado",0,13.20,29.14
831,""CNR4054173"",""CID2327200"",12,"Cancelled by Driver",2024-02-25,00:00:20,"Dwarka Mor",Paharganj,0.00,0.00,"Não informado",0,7.10,29.14
832,""CNR2377415"",""CID4491822"",13,"No Driver Found",2024-12-29,00:00:16,"Rohini West","Rajiv Chowk",0.00,0.00,"Não informado",0,8.49,29.14
833,""CNR7738075"",""CID4932452"",6,Completed,2024-11-04,00:00:09,"Greater Kailash","Shastri Park",23.54,229.00,UPI,3,8.30,33.50
834,""CNR7783758"",""CID5342012"",3,Completed,2024-09-09,00:00:19,"DLF Phase 3",Sikanderpur,37.57,200.00,Cash,5,11.80,16.50
835,""CNR4013019"",""CID9594819"",5,Completed,2024-11-23,00:00:23,Sultanpur,"Adarsh Nagar",48.34,417.00,Cash,4,11.30,17.70
836,""CNR8881470"",""CID4932698"",13,"Cancelled by Driver",2024-10-31,00:00:05,"Adarsh Nagar","India Gate",0.00,0.00,"Não informado",0,7.20,29.14
837,""CNR2815251"",""CID6116938"",6,Completed,2024-08-21,00:00:17,"Malviya Nagar",Okhla,13.21,292.00,UPI,5,14.90,35.30
838,""CNR6067092"",""CID7593764"",19,Completed,2024-05-05,00:00:21,"Civil Lines Gurgaon",Ghitorni,33.16,1284.00,"Debit Card",5,11.50,15.10
839,""CNR7740942"",""CID6210867"",2,"Cancelled by Customer",2024-10-06,00:00:20,"Punjabi Bagh",Vinobapuri,0.00,0.00,"Não informado",0,5.20,29.14
840,""CNR4635469"",""CID6486028"",7,Completed,2024-05-19,00:00:15,Sultanpur,Saket,17.31,791.00,UPI,5,4.10,21.20
841,""CNR9773621"",""CID4796051"",5,Completed,2024-07-05,00:00:14,Ghitorni,"Ardee City",37.93,304.00,Cash,4,2.00,42.20
842,""CNR5623982"",""CID1867596"",7,Completed,2024-04-05,00:00:21,"Jor Bagh","Nehru Place",37.40,404.00,Cash,5,5.90,41.50
843,""CNR7255873"",""CID7144242"",2,"No Driver Found",2024-12-23,00:00:17,"Ardee City","Basai Dhankot",0.00,0.00,"Não informado",0,8.49,29.14
844,""CNR9997247"",""CID4663643"",14,Completed,2024-06-01,00:00:18,Moolchand,ITO,28.60,109.00,Cash,4,14.00,32.70
845,""CNR9550265"",""CID4241778"",9,Completed,2024-06-15,00:00:07,"GTB Nagar",Saidulajab,38.66,506.00,Cash,5,14.70,15.40
846,""CNR2984723"",""CID1804405"",17,Completed,2024-01-26,00:00:17,"Ardee City",Paharganj,39.67,150.00,Cash,5,9.50,32.00
847,""CNR1617944"",""CID6098062"",2,"Cancelled by Driver",2024-01-29,00:00:18,"Raj Nagar Extension","Paschim Vihar",0.00,0.00,"Não informado",0,10.60,29.14
848,""CNR1040980"",""CID5571818"",6,Completed,2024-03-12,00:00:17,Narsinghpur,Sikanderpur,42.26,196.00,UPI,4,13.30,19.50
849,""CNR9355722"",""CID7457062"",2,"Cancelled by Driver",2024-09-03,00:00:12,"Shastri Park",Seelampur,0.00,0.00,"Não informado",0,4.50,29.14
850,""CNR9745285"",""CID9345233"",3,Completed,2024-08-11,00:00:04,"South Extension",Tughlakabad,28.14,655.00,UPI,4,14.80,28.90
851,""CNR2190713"",""CID4844037"",15,Incomplete,2024-01-18,00:00:22,"Barakhamba Road","Rohini West",12.12,789.00,Cash,0,7.90,21.10
852,""CNR8421118"",""CID4903185"",10,Completed,2024-05-16,00:00:09,"IMT Manesar",Arjangarh,48.57,408.00,UPI,4,7.90,27.90
853,""CNR8515605"",""CID2540657"",10,Completed,2024-06-26,00:00:09,"Vatika Chowk","RK Puram",30.58,397.00,UPI,5,12.60,41.50
854,""CNR5333516"",""CID5665850"",3,Completed,2024-03-30,00:00:00,"Nirman Vihar","Rajouri Garden",18.74,1079.00,UPI,4,14.30,37.60
855,""CNR8297132"",""CID9988553"",15,"Cancelled by Driver",2024-09-14,00:00:07,Vishwavidyalaya,"Kherki Daula Toll",0.00,0.00,"Não informado",0,4.90,29.14
856,""CNR9164552"",""CID8275193"",10,Completed,2024-05-09,00:00:19,"IGNOU Road","South Extension",42.88,247.00,Cash,4,10.70,26.50
857,""CNR8485090"",""CID5216991"",20,Completed,2024-12-21,00:00:10,Pulbangash,Chanakyapuri,12.82,150.00,UPI,5,3.00,44.70
858,""CNR3607314"",""CID8023764"",10,Completed,2024-08-06,00:00:06,"Mandi House","Netaji Subhash Place",18.48,532.00,UPI,4,14.90,27.20
859,""CNR9459818"",""CID6307222"",2,"No Driver Found",2024-11-14,00:00:11,"Hauz Khas",Shahdara,0.00,0.00,"Não informado",0,8.49,29.14
860,""CNR6353083"",""CID2779684"",10,Completed,2024-04-16,00:00:20,"Delhi Gate","Greater Kailash",9.14,79.00,"Credit Card",5,5.30,20.20
861,""CNR4394990"",""CID2820306"",6,Completed,2024-03-18,00:00:23,"Udyog Vihar",Tughlakabad,3.81,693.00,UPI,5,6.70,29.40
